1278191	1234
1278192	1234
1278397	1234
1278460	1234
1278570	1234
1278638	1234
1278654	1234
1278715	1234
1278812	1234
1279138	1234
1267090	1234
1267125	1234
1267138	1234
1267173	1234
1267183	1234
1267305	1234
1267219	1234
1267221	1234
1267222	1234
1267223	1234
1267247	1234
1267282	1234
1267518	1234
1264849	1234
1264850	1234
1264851	1234
1264852	1234
1264869	1234
1264888	1234
1264942	1234
1264963	1234
1265022	1234
1265023	1234
1265117	1234
1259266	1234
1259267	1234
1259269	1234
1259366	1234
1259534	1234
1259535	1234
1259536	1234
1259552	1234
1259553	1234
1259554	1234
1259592	1234
1259593	1234
1259594	1234
1259637	1234
1259638	1234
1259721	1234
1259722	1234
1259723	1234
1259738	1234
1263242	1234
1263274	1234
1263287	1234
1263295	1234
1263296	1234
1263441	1234
1263442	1234
1263443	1234
1263444	1234
1263445	1234
1263446	1234
1263447	1234
1263448	1234
1263450	1234
1263451	1234
1280076	1234
1280103	1234
1280131	1234
1280145	1234
1280146	1234
1280152	1234
1280174	1234
1280175	1234
1280176	1234
1280177	1234
1290480	1234
1290481	1234
1290538	1234
1290555	1234
1290556	1234
1290558	1234
1290624	1234
1290638	1234
1290655	1234
1290801	1234
1290880	1234
1290881	1234
1290882	1234
1290914	1234
1290947	1234
1290964	1234
1290965	1234
1290977	1234
1291041	1234
1291059	1234
1291066	1234
1291125	1234
1291285	1234
1291365	1234
1291386	1234
1291429	1234
1291486	1234
1291487	1234
1291488	1234
1291489	1234
1291490	1234
1291491	1234
1291495	1234
1291496	1234
1291497	1234
1291500	1234
1291501	1234
1291503	1234
1291504	1234
1291505	1234
1291506	1234
1291507	1234
1291508	1234
1291592	1234
1291816	1234
1291817	1234
1291818	1234
1291819	1234
1291820	1234
1291822	1234
1291823	1234
1291824	1234
1291825	1234
1291826	1234
1291827	1234
1291836	1234
1230730	1234
1230731	1234
1230738	1234
1230778	1234
1230840	1234
1230926	1234
1230948	1234
1231001	1234
1231279	1234
1231280	1234
1231281	1234
1231284	1234
1231285	1234
1231286	1234
1231288	1234
1231289	1234
1231438	1234
1251172	1234
1251175	1234
1251235	1234
1251348	1234
1251360	1234
1251361	1234
1251388	1234
1251389	1234
1251390	1234
1251391	1234
1251392	1234
1251393	1234
1251490	1234
1251491	1234
1251529	1234
1251530	1234
1251531	1234
1251532	1234
1251533	1234
1251550	1234
1251551	1234
1251552	1234
1251559	1234
1251560	1234
1260197	1234
1260198	1234
1260199	1234
1260200	1234
1260201	1234
1260202	1234
1260203	1234
1260204	1234
1260205	1234
1260206	1234
1260207	1234
1260208	1234
1260209	1234
1260210	1234
1260211	1234
1260212	1234
1260213	1234
1260217	1234
1260250	1234
1260251	1234
1260252	1234
1260415	1234
1265469	1234
1265470	1234
1266217	1234
1266219	1234
1266221	1234
1266222	1234
1266223	1234
1266225	1234
1266226	1234
1266227	1234
1266228	1234
1266238	1234
1266574	1234
1266581	1234
1266583	1234
1266649	1234
1266670	1234
1266671	1234
1266672	1234
1266676	1234
1266682	1234
1266936	1234
1267703	1234
1267704	1234
1267720	1234
1267976	1234
1268053	1234
1268111	1234
1268480	1234
1268523	1234
1268611	1234
1268618	1234
1268818	1234
1268939	1234
1268940	1234
1268941	1234
1268957	1234
1269337	1234
1269474	1234
1269603	1234
1269813	1234
1269814	1234
1269815	1234
1269825	1234
1269826	1234
1269828	1234
1269829	1234
1269830	1234
1269865	1234
1270044	1234
1270142	1234
1270144	1234
1270145	1234
1270146	1234
1270148	1234
1270152	1234
1270340	1234
1270341	1234
1270342	1234
1270343	1234
1270344	1234
1270345	1234
1270346	1234
1270347	1234
1270348	1234
1270349	1234
1270350	1234
1270351	1234
1270352	1234
1270372	1234
1270383	1234
1270443	1234
1279207	1234
1279328	1234
1279329	1234
1279363	1234
1279364	1234
1279377	1234
1279382	1234
1279383	1234
1279384	1234
1279629	1234
1279630	1234
1279631	1234
1279690	1234
1279724	1234
1279725	1234
1279738	1234
1279740	1234
1279743	1234
1279744	1234
1279778	1234
1279779	1234
1279780	1234
1279853	1234
1279855	1234
1279856	1234
1279857	1234
1279858	1234
1279859	1234
1279918	1234
1279919	1234
1279957	1234
1279960	1234
1279965	1234
1279971	1234
1279974	1234
1279975	1234
1279976	1234
1280375	1234
1280376	1234
1280377	1234
1280378	1234
1280406	1234
1280409	1234
1280411	1234
1280412	1234
1280432	1234
1280433	1234
1280434	1234
1280518	1234
1280520	1234
1280630	1234
1280769	1234
1281010	1234
1281011	1234
1281168	1234
1281180	1234
1281200	1234
1281302	1234
1281397	1234
1281398	1234
1281399	1234
1281428	1234
1281458	1234
1281479	1234
1281587	1234
1281588	1234
1281589	1234
1281592	1234
1281593	1234
1281594	1234
1281595	1234
1281622	1234
1281765	1234
1281774	1234
1281775	1234
1281776	1234
1281777	1234
1281778	1234
1281779	1234
1281795	1234
1282068	1234
1282069	1234
1282070	1234
1282084	1234
1282298	1234
1282384	1234
1282542	1234
1282545	1234
1282796	1234
1282868	1234
1282949	1234
1282950	1234
1282995	1234
1282996	1234
1282999	1234
1283002	1234
1283005	1234
1283010	1234
1283011	1234
1283046	1234
1283047	1234
1283048	1234
1283049	1234
1283156	1234
1283230	1234
1283236	1234
1283245	1234
1283246	1234
1283247	1234
1283248	1234
1283249	1234
1283280	1234
1283288	1234
1283289	1234
1283294	1234
1283295	1234
1283296	1234
1283297	1234
1283298	1234
1283299	1234
1283300	1234
1283301	1234
1283302	1234
1283303	1234
1283515	1234
1283518	1234
1283636	1234
1283757	1234
1284151	1234
1284155	1234
1284187	1234
1284221	1234
1284224	1234
1284225	1234
1284286	1234
1284514	1234
1284517	1234
1284611	1234
1284612	1234
1284672	1234
1284703	1234
1284714	1234
1284741	1234
1284742	1234
1284743	1234
1284822	1234
1284823	1234
1284895	1234
1284896	1234
1284905	1234
1285072	1234
1285176	1234
1285219	1234
1285220	1234
